
  Energy       1     3.2264413994E+00 eV  S

  Transition         Weight        KS [eV]
 =============================================
  108   ->   109     1.00000000     3.22644104
  106   ->   109     0.00000023     3.37676210
  104   ->   109     0.00000005     3.46715238
  105   ->   109     0.00000004     3.46669179
  105   ->   111     0.00000002     4.06970687
  107   ->   109     0.00000002     3.22900239
  105   ->   110     0.00000001     3.46756048
  106   ->   111     0.00000001     3.97977717
  104   ->   113     0.00000001     4.32253837
   91   ->   109     0.00000001     4.45482213
  106   ->   116     0.00000000     4.51668017
  105   ->   115     0.00000000     4.48906792
  104   ->   111     0.00000000     4.07016746
  105   ->   113     0.00000000     4.32207778
  104   ->   116     0.00000000     4.60707046
  106   ->   113     0.00000000     4.23214809
  106   ->   114     0.00000000     4.23400821
   98   ->   115     0.00000000     5.10236363
  106   ->   110     0.00000000     3.37763079
  105   ->   116     0.00000000     4.60660986
  105   ->   112     0.00000000     4.10908713
   82   ->   109     0.00000000     5.84431695
  108   ->   110     0.00000000     3.22730973
  106   ->   115     0.00000000     4.39913823
  106   ->   117     0.00000000     4.51742903
   94   ->   112     0.00000000     4.92806197
   83   ->   110     0.00000000     5.84484146
   97   ->   109     0.00000000     4.14330398
   97   ->   117     0.00000000     5.28397092
  106   ->   120     0.00000000     7.07705988
   99   ->   114     0.00000000     4.93703184
   97   ->   110     0.00000000     4.14417267
   99   ->   113     0.00000000     4.93517172
   79   ->   109     0.00000000     6.16557434
   99   ->   112     0.00000000     4.72218107
   98   ->   117     0.00000000     5.22065443
   98   ->   116     0.00000000     5.21990557
   94   ->   114     0.00000000     5.14291274
   87   ->   110     0.00000000     5.54727080
   82   ->   110     0.00000000     5.84518564
  105   ->   118     0.00000000     6.91292856
   98   ->   110     0.00000000     4.08085618
   99   ->   111     0.00000000     4.68280080
   95   ->   109     0.00000000     4.28536722
   75   ->   110     0.00000000     6.62310122
   83   ->   114     0.00000000     6.70121888
   81   ->   110     0.00000000     6.15765539
   87   ->   116     0.00000000     6.68632019
   98   ->   118     0.00000000     7.52622427
   91   ->   117     0.00000000     5.59548906
  104   ->   114     0.00000000     4.32439849
   91   ->   114     0.00000000     5.31206824
   97   ->   114     0.00000000     5.00055010
   94   ->   109     0.00000000     4.28566663
   95   ->   121     0.00000000     8.20351818
   95   ->   115     0.00000000     5.30774335
   97   ->   118     0.00000000     7.58954076
  104   ->   110     0.00000000     3.46802107
  105   ->   123     0.00000000     7.50671876
  105   ->   122     0.00000000     7.50613740
  104   ->   115     0.00000000     4.48952851
   95   ->   111     0.00000000     4.88838230
   97   ->   113     0.00000000     4.99868998
   79   ->   110     0.00000000     6.16644303
   99   ->   110     0.00000000     4.08065442
  104   ->   123     0.00000000     7.50717935
   83   ->   117     0.00000000     6.98463970
   75   ->   115     0.00000000     7.64460866
   91   ->   110     0.00000000     4.45569082
   98   ->   109     0.00000000     4.07998750
   87   ->   112     0.00000000     6.18879746
   95   ->   119     0.00000000     7.98502697
   82   ->   115     0.00000000     6.86669308
  105   ->   114     0.00000000     4.32393790
  106   ->   123     0.00000000     7.41678907
   80   ->   111     0.00000000     6.76853498
  104   ->   118     0.00000000     6.91338916
   70   ->   114     0.00000000     8.44918200
   87   ->   109     0.00000000     5.54640211
   79   ->   114     0.00000000     7.02282045
   75   ->   113     0.00000000     7.47761852
   99   ->   122     0.00000000     8.11923134
   75   ->   114     0.00000000     7.47947864
   81   ->   113     0.00000000     7.01217269
   97   ->   112     0.00000000     4.78569933
   99   ->   115     0.00000000     5.10216186
   79   ->   111     0.00000000     6.76858942
   97   ->   122     0.00000000     8.18274960
   91   ->   115     0.00000000     5.47719826
   74   ->   117     0.00000000     7.76331603
   71   ->   109     0.00000000     7.59142834
   94   ->   115     0.00000000     5.30804276
   70   ->   111     0.00000000     8.19495096
   74   ->   111     0.00000000     7.22566417
   73   ->   110     0.00000000     7.01512693
   72   ->   113     0.00000000     8.36965888
  106   ->   119     0.00000000     7.07642184
   80   ->   117     0.00000000     7.30618684
   83   ->   111     0.00000000     6.44698784
   83   ->   112     0.00000000     6.48636811
   99   ->   109     0.00000000     4.07978573
  105   ->   121     0.00000000     7.38484275
   97   ->   116     0.00000000     5.28322206
   94   ->   113     0.00000000     5.14105262
   98   ->   119     0.00000000     7.77964724
  104   ->   120     0.00000000     7.16745017
   83   ->   116     0.00000000     6.98389084
   80   ->   112     0.00000000     6.80791525
   81   ->   112     0.00000000     6.79918204
   73   ->   114     0.00000000     7.87150435
   91   ->   120     0.00000000     8.15511992
   97   ->   119     0.00000000     7.84296373
   80   ->   110     0.00000000     6.16638860
   83   ->   109     0.00000000     5.84397277
   98   ->   123     0.00000000     8.12001447
   75   ->   117     0.00000000     7.76289947
   95   ->   114     0.00000000     5.14261333
   81   ->   111     0.00000000     6.75980178
  104   ->   121     0.00000000     7.38530334
   98   ->   111     0.00000000     4.68300257
  106   ->   121     0.00000000     7.29491306
   83   ->   113     0.00000000     6.69935876
   80   ->   114     0.00000000     7.02276602
   87   ->   117     0.00000000     6.68706905
   91   ->   119     0.00000000     8.15448188
   87   ->   113     0.00000000     6.40178811
   79   ->   112     0.00000000     6.80796968
   99   ->   118     0.00000000     7.52602250
   80   ->   113     0.00000000     7.02090590
  106   ->   118     0.00000000     6.82299887
   91   ->   118     0.00000000     7.90105890
   70   ->   112     0.00000000     8.23433123
  105   ->   120     0.00000000     7.16698958
   91   ->   111     0.00000000     5.05783720
   97   ->   115     0.00000000     5.16568011
   97   ->   120     0.00000000     7.84360177
   73   ->   109     0.00000000     7.01425824
   82   ->   112     0.00000000     6.48671230
   73   ->   117     0.00000000     8.15492518
   73   ->   115     0.00000000     8.03663437
   99   ->   120     0.00000000     7.78008351
   94   ->   110     0.00000000     4.28653532
  104   ->   117     0.00000000     4.60781932
   74   ->   115     0.00000000     7.64502523
   83   ->   115     0.00000000     6.86634890
   99   ->   121     0.00000000     7.99793669
   95   ->   112     0.00000000     4.92776257
   71   ->   112     0.00000000     8.23382368
   72   ->   109     0.00000000     7.51427289
   97   ->   111     0.00000000     4.74631906
   79   ->   115     0.00000000     7.18795047
   75   ->   111     0.00000000     7.22524761
   95   ->   122     0.00000000     8.32481284
   71   ->   114     0.00000000     8.44867445
   82   ->   113     0.00000000     6.69970295
   74   ->   109     0.00000000     6.62264910
   72   ->   112     0.00000000     8.15666823
   87   ->   114     0.00000000     6.40364823
   98   ->   122     0.00000000     8.11943311
   81   ->   114     0.00000000     7.01403281
   95   ->   123     0.00000000     8.32539419
   62   ->   109     0.00000000     8.04626543
   74   ->   112     0.00000000     7.26504444
   91   ->   116     0.00000000     5.59474020
   95   ->   117     0.00000000     5.42603416
   82   ->   117     0.00000000     6.98498389
   63   ->   110     0.00000000     8.04658509
   80   ->   109     0.00000000     6.16551991
   73   ->   111     0.00000000     7.61727332
   97   ->   123     0.00000000     8.18333095
   81   ->   116     0.00000000     7.29670477
   98   ->   120     0.00000000     7.78028528
   91   ->   112     0.00000000     5.09721747
  106   ->   112     0.00000000     4.01915744
   98   ->   112     0.00000000     4.72238284
   81   ->   117     0.00000000     7.29745364
   91   ->   121     0.00000000     8.37297309
   91   ->   113     0.00000000     5.31020812
  105   ->   119     0.00000000     7.16635154
   87   ->   115     0.00000000     6.56877824
   98   ->   114     0.00000000     4.93723361
   74   ->   116     0.00000000     7.76256717
   79   ->   113     0.00000000     7.02096033
   82   ->   116     0.00000000     6.98423503
   82   ->   114     0.00000000     6.70156307
   95   ->   116     0.00000000     5.42528530
  107   ->   110     0.00000000     3.22987108
   72   ->   110     0.00000000     7.51514157
   94   ->   120     0.00000000     7.98596441
  104   ->   119     0.00000000     7.16681213
   97   ->   121     0.00000000     8.06145494
   71   ->   111     0.00000000     8.19444342
   62   ->   110     0.00000000     8.04713412
   95   ->   113     0.00000000     5.14075321
   75   ->   112     0.00000000     7.26462788
   70   ->   109     0.00000000     7.59193589
   82   ->   111     0.00000000     6.44733203
   73   ->   116     0.00000000     8.15417632
   87   ->   111     0.00000000     6.14941719
   94   ->   119     0.00000000     7.98532637
   95   ->   120     0.00000000     7.98566501
   94   ->   111     0.00000000     4.88868170
  104   ->   122     0.00000000     7.50659800
   94   ->   118     0.00000000     7.73190340
   94   ->   117     0.00000000     5.42633356
   75   ->   116     0.00000000     7.76215060
   99   ->   117     0.00000000     5.22045266
   63   ->   109     0.00000000     8.04571640
   94   ->   122     0.00000000     8.32511224
   99   ->   123     0.00000000     8.11981270
  104   ->   112     0.00000000     4.10954773
   99   ->   116     0.00000000     5.21970380
   98   ->   121     0.00000000     7.99813846
   73   ->   113     0.00000000     7.86964424
   99   ->   119     0.00000000     7.77944547
   73   ->   112     0.00000000     7.65665359
   72   ->   111     0.00000000     8.11728796
   81   ->   115     0.00000000     7.17916283
   80   ->   116     0.00000000     7.30543798
   94   ->   123     0.00000000     8.32569360
   98   ->   113     0.00000000     4.93537349
   94   ->   116     0.00000000     5.42558470
  103   ->   109     0.00000000     3.71438405
   94   ->   121     0.00000000     8.20381759
   64   ->   110     0.00000000     7.87977801
   71   ->   110     0.00000000     7.59229703
   79   ->   116     0.00000000     7.30549241
   81   ->   109     0.00000000     6.15678670
   74   ->   113     0.00000000     7.47803509
   79   ->   117     0.00000000     7.30624128
   95   ->   110     0.00000000     4.28623591
   75   ->   109     0.00000000     6.62223253
  107   ->   111     0.00000000     3.83201747
   64   ->   109     0.00000000     7.87890932
   70   ->   113     0.00000000     8.44732188
  108   ->   113     0.00000000     4.08182704
  106   ->   122     0.00000000     7.41620771
  103   ->   113     0.00000000     4.56977004
  108   ->   111     0.00000000     3.82945612
  103   ->   111     0.00000000     4.31739912
  107   ->   116     0.00000000     4.36892047
   74   ->   110     0.00000000     6.62351779
   74   ->   114     0.00000000     7.47989521
  105   ->   117     0.00000000     4.60735872
   95   ->   118     0.00000000     7.73160400
  107   ->   113     0.00000000     4.08438838
   93   ->   109     0.00000000     4.39467623
   71   ->   113     0.00000000     8.44681433
  103   ->   116     0.00000000     4.85430212
  108   ->   115     0.00000000     4.24881717
  108   ->   116     0.00000000     4.36635912
   80   ->   115     0.00000000     7.18789604
  103   ->   110     0.00000000     3.71525274
  103   ->   115     0.00000000     4.73676018
   92   ->   109     0.00000000     4.39500973
   70   ->   110     0.00000000     7.59280458
   72   ->   114     0.00000000     8.37151900
   68   ->   111     0.00000000     8.23424333
  103   ->   112     0.00000000     4.35677939
   85   ->   109     0.00000000     5.69784263
  107   ->   117     0.00000000     4.36966933
   69   ->   109     0.00000000     7.63050872
  108   ->   114     0.00000000     4.08368716
  103   ->   114     0.00000000     4.57163016
   88   ->   109     0.00000000     5.36698593
   90   ->   110     0.00000000     5.13019673
   93   ->   110     0.00000000     4.39554492
  103   ->   123     0.00000000     7.75441102
   84   ->   110     0.00000000     5.70927714
  107   ->   112     0.00000000     3.87139774
   77   ->   109     0.00000000     6.28474445
  102   ->   109     0.00000000     3.89923064
   88   ->   114     0.00000000     6.22423204
  108   ->   123     0.00000000     7.26646801
  103   ->   118     0.00000000     7.16062082
   86   ->   112     0.00000000     6.33974041
   85   ->   115     0.00000000     6.72021876
   85   ->   110     0.00000000     5.69871132
   86   ->   109     0.00000000     5.69734507
   86   ->   110     0.00000000     5.69821375
   69   ->   112     0.00000000     8.27290407
   77   ->   114     0.00000000     7.14199056
  107   ->   115     0.00000000     4.25137852
   90   ->   112     0.00000000     5.77172339
   84   ->   112     0.00000000     6.35080379
   78   ->   114     0.00000000     7.09116511
   68   ->   109     0.00000000     7.63122825
   89   ->   114     0.00000000     6.22349160
   89   ->   110     0.00000000     5.36711418
   76   ->   117     0.00000000     7.42552814
  107   ->   114     0.00000000     4.08624850
   93   ->   114     0.00000000     5.25192234
   89   ->   117     0.00000000     6.50691242
   92   ->   110     0.00000000     4.39587842
  100   ->   109     0.00000000     3.90433765
   84   ->   113     0.00000000     6.56379444
  108   ->   118     0.00000000     6.67267782
  108   ->   112     0.00000000     3.86883639
   90   ->   109     0.00000000     5.12932804
  102   ->   111     0.00000000     4.50224571
   96   ->   109     0.00000000     4.22972674
  103   ->   120     0.00000000     7.41468183
   90   ->   116     0.00000000     6.26924612
   77   ->   113     0.00000000     7.14013045
  102   ->   112     0.00000000     4.54162598
   90   ->   113     0.00000000     5.98471403
   77   ->   115     0.00000000     7.30712058
  108   ->   120     0.00000000     6.92673883
  107   ->   123     0.00000000     7.26902936
   96   ->   116     0.00000000     5.36964482
  102   ->   116     0.00000000     5.03914871
  102   ->   113     0.00000000     4.75461663
   89   ->   113     0.00000000     6.22163148
   89   ->   115     0.00000000     6.38862162
   88   ->   110     0.00000000     5.36785462
   96   ->   115     0.00000000     5.25210287
   85   ->   113     0.00000000     6.55322863
   88   ->   112     0.00000000     6.00938127
   92   ->   114     0.00000000     5.25225584
